id,source,target,draft_prediction,refined_prediction
1558,"Results: (1) Observed coagulopathy due to DIC, showing in TEG indicators: in 74, 5% patients CI reduced; in 37, 3% R prolonged; in 49, 1% K prolonged; in 62, 7% α narrowed; in 68, 6% MA reduced.","Kết quả: (1) Có tình trạng giảm đông máu do DIC, biểu hiện trong các chỉ số của xét nghiệm TEG: 74,5% bệnh nhân có CI giảm; 37,3% có R kéo dài; 49,1% có K kéo dài; 62,7% có góc α hẹp; 68,6% có MA giảm.","Kết quả: (1) Quan sát được tình trạng rối loạn đông máu do DIC, thể hiện qua các chỉ số TEG: ở 74.5% BN CI giảm; ở 37.3% BN R kéo dài; ở 49.1% BN K kéo dài; ở 62.7% BN α thu hẹp; ở 68.6% BN MA giảm.","Kết quả: (1) Quan sát được tình trạng rối loạn đông máu do DIC, thể hiện qua các chỉ số TEG: ở 74.5% BN CI giảm; ở 37.3% BN R kéo dài; ở 49.1% BN K kéo dài; ở 62.7% BN α thu hẹp; ở 68.6% BN MA giảm."
1559,(2) Observed relationship between TEG indicators and separate coagulation tests: (a) Positive correlation: Strong correlation between MA - TEG and platelet count; Significant correlation between: R - TEG and rAPTT; α - TEG and fibrinogen; Not significant correlation between MA - TEG and fibrinogen.,(2) Có mối tương quan giữa các chỉ số của xét nghiệm TEG và các chỉ số xét nghiệm đông máu riêng biệt: (a) Tương quan tỷ lệ thuận: Mức độ chặt chẽ giữa MA – TEG và số lượng tiểu cầu; Mức độ vừa phải giữa: R – TEG và rAPTT; α – TEG và nồng độ fibrinogen; Mức độ không đáng kể giữa MA – TEG và nồng độ fibrinogen.,(2) Quan sát mối liên quan giữa các chỉ số TEG với các xét nghiệm đông máu riêng biệt: (a) Liên quan thuận: Liên quan chặt chẽ giữa MA-TEG và số lượng tiểu cầu; Liên quan có ý nghĩa thống kê giữa R-TEG và rAPTT; Liên quan có ý nghĩa thống kê giữa α-TEG và fibrinogen; Liên quan không có ý nghĩa thống kê giữa MA-TEG và fibrinogen.,“(2) Quan sát mối liên quan giữa các chỉ số TEG với các xét nghiệm đông máu riêng biệt: (a) Liên quan thuận: Liên quan chặt chẽ giữa MA-TEG và số lượng tiểu cầu; Liên quan có ý nghĩa thống kê giữa R-TEG và rAPTT; Liên quan có ý nghĩa thống kê giữa α-TEG và fibrinogen; Liên quan không có ý nghĩa thống kê giữa MA-TEG và fibrinogen.
1560,"(b) Inverse correlation, significant inverse correlation between K - TEG and fibrinogen.","(b) Tương quan tỷ lệ nghịch, mức độ vừa phải giữa K –TEG và nồng độ fibrinogen.","(b) Tương quan nghịch, tương quan nghịch có ý nghĩa giữa K-TEG và fibrinogen.","“(b) Tương quan nghịch, tương quan nghịch có ý nghĩa giữa K-TEG và fibrinogen.”"
1561,"Keywords: Moyamoya disease, cerebral occlusive disease, bypass","Từ khoá: bệnh moyamoya, bệnh tắc nghẽn mạch máu não, phẫu thuật bắc cầu","Từ khoá: Bệnh Moyamoya, bệnh tắc động mạch não, phẫu thuật bắc cầu","Từ khoá: Bệnh Moyamoya, bệnh tắc động mạch não, phẫu thuật bắc cầu"
1562,"Results: The authors treated a total of 33 patients undergoing 35 procedures (mean age 35, 9 ±12, 6).","Kết quả: Tác giả điều trị phẫu thuật 30 bệnh nhân với 35 phẫu thuật, tuổi trung bình 35,9 ± 12,6.",Kết quả: Tổng cộng 33 bệnh nhân được phẫu thuật 35 lần (tuổi trung bình 35.9 +/- 12.6).,Kết quả: Tổng cộng 33 bệnh nhân được phẫu thuật 35 lần (tuổi trung bình 35.9 +/- 12.6).
1563,"The mean follow up 3, 8 years, reccurrent strokes were 6, 6%.","Thời gian theo dõi trung bình 3,8 năm với tỉ lệ đột quị tái phát 6,6%.","Thời gian theo dõi trung bình 3.8 năm, tái phát 6.6%.","Thời gian theo dõi trung bình 3.8 năm, tái phát 6.6%."
1564,"Overall, there was a significant improvement in quality of life in the corhort as measured in using the Modifyied Rankin Scale (p<0, 005).","Tình trạng bệnh nhân có cải thiện chất lượng cuộc sống theo đánh giá bằng thang điểm Rankin cải tiến sau 1 thời gian theo dõi, sự khác biệt có ý nghĩa thống kê p < 0.05.","Nhìn chung, có sự cải thiện đáng kể chất lượng cuộc sống ở nhóm nghiên cứu được đo lường bằng thang điểm Modified Rankin Scale (p < 0.005).","Nhìn chung, có sự cải thiện đáng kể chất lượng cuộc sống ở nhóm nghiên cứu được đo lường bằng thang điểm Modified Rankin Scale (p < 0.005)."
1565,"Hemorrhagic strokes consist of a highest rate 86, 7% (26/30 patients), transient ischemic attack rate is 10% (3/30 patients), neurological deficits rate is 3, 3% (1/30 patients) Conclusions: Moyamoya disease is a chronic cerebrovascular occlusive disease with a long history carrying risk of either ischemic or haemorrhage events. Revascularization surgery in patients with Moyamoya disease and cerebrovascular occlusive disease carries a low risk, is effective at preventing future ischemic events, as well as furture strokes and improves quality of life.","Bệnh nhân biểu hiện đột quị chiếm tỉ lệ cao nhất 86,7% (26/3 0), kế đến là triệu chứng cơn thoáng thiếu máu não chiếm tỉ lệ 10% (3/3 0), dấu thần kinh khu trú chiếm tỉ lệ 3,3% (1/3 0), không ghi nhận triệu chứng động kinh trong nghiên cứu này Kết luận: Bệnh moyamoya là bệnh lý tắc nghẽn mãn tính động mạch não với bệnh sử kéo dài và có nguy cơ thiếu máu não hoặc xuất huyết não.Phẫu thuật bắc cầu động mạch não ở bệnh lý moyamoya, với tỉ lệ tai biến thấp, có hiệu quả trong việc ngăn chặn nguy cơ nhồi máu não tái phát, cũng như giảm nguy cơ xuất huyết não và cải thiện chất lượng cuộc sống.","Tổn thương xuất huyết não chiếm tỷ lệ cao nhất 86.7% (26/3 0BN), tổn thương thiếu máu não thoáng qua chiếm tỷ lệ 10% (3/3 0BN), tổn thương thiếu máu não cục bộ chiếm tỷ lệ 3.3% (1/3 0BN). Kết luận: Bệnh lý Moyamoya là một bệnh lý tắc nghẽn mạch máu não mạn tính có thời gian mắc bệnh kéo dài, có nguy cơ xảy ra các biến cố thiếu máu não cục bộ hoặc xuất huyết não. Phẫu thuật tái thông mạch ở bệnh nhân bệnh lý Moyamoya và bệnh lý tắc nghẽn mạch máu não có nguy cơ thấp, có hiệu quả ngăn ngừa các biến cố thiếu máu não cục bộ, cũng như các biến cố xuất huyết não trong tương lai và cải thiện chất lượng cuộc sống.","Tổn thương xuất huyết não chiếm tỷ lệ cao nhất 86.7% (26/30 BN), tổn thương thiếu máu não thoáng qua chiếm tỷ lệ 10% (3/30 BN), tổn thương thiếu máu não cục bộ chiếm tỷ lệ 3.3% (1/30 BN). Kết luận: Bệnh lý Moyamoya là một bệnh lý tắc nghẽn mạch máu não mạn tính có thời gian mắc bệnh kéo dài, có nguy cơ xảy ra các biến cố thiếu máu não cục bộ hoặc xuất huyết não. Phẫu thuật tái thông mạch ở bệnh nhân bệnh lý Moyamoya và bệnh lý tắc nghẽn mạch máu não có nguy cơ thấp, có hiệu quả ngăn ngừa các biến cố thiếu máu não cục bộ, cũng như các biến cố xuất huyết não trong tương lai và cải thiện chất lượng cuộc sống."
1566,EVALUATION EFFECTIVE TREATMENT SCLERODERMA SYSTEM WITH METHOTREXATE AT NATIONAL HOSPITAL OF DERMATOLOGY AND VENEREOLOGY Systemic sclerosis (SSc) is difficult to treated in autoimmune connective tissue diseases.,﻿HIỆU QUẢ ĐIỀU TRỊ BỆNH XƠ CỨNG BÌ HỆ THỐNG TÓM TẮT Bệnh xơ cứng bì hệ thống là bệnh tổ chức liên kết tự miễn khó điều trị.,ĐÁNH GIÁ HIỆU QUẢ ĐIỀU TRỊ BỆNH XƠ CỨNG DA TÓM TẮT Xơ cứng da hệ thống (XCDHT) là bệnh khó điều trị trong các bệnh lý mô liên kết tự miễn.,ĐÁNH GIÁ HIỆU QUẢ ĐIỀU TRỊ BỆNH XƠ CỨNG DA TÓM TẮT Xơ cứng da hệ thống (XCDHT) là bệnh khó điều trị trong các bệnh lý mô liên kết tự miễn.
1567,The study aimed to evaluation efficacy of methotrexate (MTX) in combination with oral prednisolon for treatment of systemic scleroderma.,Nghiên cứu này nhằm đánh giá hiệu quả điều trị bệnh xơ cứng bì hệ thống bằng methotrexate (MTX) kết hợp với uống.,Nghiên cứu nhằm đánh giá hiệu quả của methotrexate (MTX) kết hợp với prednisolon đường uống trong điều trị xơ cứng bì hệ thống.,Nghiên cứu nhằm đánh giá hiệu quả của methotrexate (MTX) kết hợp với prednisolon đường uống trong điều trị xơ cứng bì hệ thống.
1568,"69 SSc patients were divived into 2 groups: Combination of MTX and oral prednisolon were used in MTX-treated group, and alone oral prednisolon for control group.","Nghiên cứu tiến hành trên 69 bệnh nhân XCBHT, được chia làm hai nhóm: nhóm nghiên cứu sử dụng phối hợp methylprednisolon và methotrexate và nhóm đối chứng sử dụng methylprednisolon đơn thuần.","69 bệnh nhân xơ cứng bì được chia thành 2 nhóm: Nhóm MTX phối hợp với MTX đơn thuần, nhóm MTX đơn thuần.","69 bệnh nhân xơ cứng bì được chia thành 2 nhóm: Nhóm MTX phối hợp với MTX đơn thuần, nhóm MTX đơn thuần."
1569,"The level of mouth open and arthralgia were significantly improved in MTX-treated group compared with control group. However, there were no different improvement in mRSS, extension fingers, the grip fingers in two groups.","So sánh mức độ cải thiện độ dày da giữa hai nhóm MTX và nhóm chứng sau 6 tháng điều trị cho thấy chỉ có mức độ cải thiện độ mở miệng và đau khớp là có sự khác biệt với p < 0,05 (nhóm MTX cải thiện tốt hơn nhóm chứng); trong khi sự cải thiện điểm mRSS không có sự khác biệt giữa hai nhóm sau quá trình điều trị (p > 0,05).","Mức độ hở hàm ếch và mức độ đau khớp cải thiện có ý nghĩa thống kê ở nhóm MTX so với nhóm chứng. Tuy nhiên, không có sự khác biệt về mức độ cải thiện mRSS, mức độ duỗi ngón tay, mức độ cầm nắm ở hai nhóm.","Mức độ hở hàm ếch và mức độ đau khớp cải thiện có ý nghĩa thống kê ở nhóm MTX so với nhóm chứng. Tuy nhiên, không có sự khác biệt về mức độ cải thiện mRSS, mức độ duỗi ngón tay, mức độ cầm nắm ở hai nhóm."
1570,"Finger swelling, symptoms of Raynaud's, digital scars, difficulty breathing, diarrhea disorders were improved when compared to base line in both groups.","Cả hai nhóm MTX và nhóm chứng đều có sự cải thiện tổn thương sưng nề bàn ngón tay, triệu chứng Raynaud, sẹo rỗ đầu ngón tay, khó thở, rối loạn đi ngoài (táo bón hoặc đi lỏng) sau điều trị so với trước điều trị.","Sưng tay, triệu chứng Raynaud, sẹo tay, khó thở, rối loạn tiêu hoá đều cải thiện so với ban đầu ở cả 2 nhóm.","Sưng tay, triệu chứng Raynaud, sẹo tay, khó thở, rối loạn tiêu hoá đều cải thiện so với ban đầu ở cả 2 nhóm."
1571,"Otherwhile, there was not signifficantly difference between the 2 groups (p>0.05).","Tuy nhiên không có sự khác biệt giữa 2 nhóm (p > 0,05) về mức độ cải thiện.","Ngoài ra, không có sự khác biệt có ý nghĩa thống kê giữa 2 nhóm (p > 0.05).","Ngoài ra, không có sự khác biệt có ý nghĩa thống kê giữa 2 nhóm (p > 0.05)."
1572,"In conclusion, MTX have effects in treatment of SSc.",MTX có hiệu quả trong điều trị xơ cứng bì hệ thống.,Kết luận: MTX có tác dụng trong điều trị xơ cứng bì hệ thống.,Kết luận: MTX có tác dụng trong điều trị xơ cứng bì hệ thống.
1573,"Keywords: Systemic sclerosis (Scleroderma), Methotrexate","Từ khoá: Bệnh xơ cứng bì hệ thống, Methotrexate","Từ khoá: Xơ cứng bì hệ thống, Methotrexate.","Từ khoá: Xơ cứng bì hệ thống, Methotrexate."
1574,"KNOWLEDGE, ATTITUDES OF HEALTH CARE STAFF ABOUT NUTRITIONAL CARE IN TAN KY DISTRICT GENERAL HOSPITALS, NGHE AN IN 2014 Objective: Assess knowledge, attitudes of health care staff about nutritional care in Tan Ky district general hospitals, Nghe An province in 2014.","﻿KIẾN THỨC, THÁI ĐỘ CỦA CÁN BỘ Y TẾ VỀ CHĂM SÓC DINH DƯỠNG TẠI BỆNH VIỆN ĐA KHOA HUYỆN TÂN KỲ, NGHỆ AN NĂM 2014 TÓM TẮT Mục tiêu: Đánh giá kiến thức, thái độ của cán bộ y tế về chăm sóc dinh dưỡng tại bệnh viện đa khoa huyện Tân Kỳ tỉnh Nghệ An năm 2014.","MỤC TIÊU: Đánh giá kiến thức, thái độ của nhân viên y tế về chăm sóc dinh dưỡng tại các bệnh viện đa khoa huyện Tân Kỳ, tỉnh Nghệ An năm 2014.","Mục tiêu: Đánh giá kiến thức, thái độ của nhân viên y tế về chăm sóc dinh dưỡng tại các bệnh viện đa khoa huyện Tân Kỳ, tỉnh Nghệ An năm 2014."
1575,Method: cross-sectional surveys were conducted among all medical employees at Tan Ky Hospital.,"Phương pháp: mô tả cắt ngang được tiến hành với toàn bộ bác sỹ, điều dưỡng, y sỹ, y tá, dược sỹ của bệnh viện Đa khoa Tân Kỳ.",Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang được tiến hành trên toàn bộ nhân viên y tế tại bệnh viện.,Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang được tiến hành trên toàn bộ nhân viên y tế tại bệnh viện.
1576,Results: The rate of medical staff had adequate knowledge of malnutrition was 79.5%.,"Kết quả: Tỷ lệ cán bộ y tế có kiến thức đúng về khái niệm suy dinh dưỡng là 79,5%.",Kết quả: Tỷ lệ nhân viên y tế có kiến thức đúng về SDD là 79.5%.,Kết quả: Tỷ lệ nhân viên y tế có kiến thức đúng về SDD là 79.5%.
1577,The proportion state that establishing nutritional department was essential was 95.2%.,"Tỷ lệ cán bộ y tế cho rằng việc xây dựng khoa dinh dưỡng là cần thiết chiếm 95,2%.",Tỷ lệ nhân viên y tế cho rằng việc xây dựng khoa dinh dưỡng là cần thiết là 95.2%.,Tỷ lệ nhân viên y tế cho rằng việc xây dựng khoa dinh dưỡng là cần thiết là 95.2%.
1578,"Conclusions: The majority of health workers understood the concept, the major causes, consequences and the need of establishing the Nutritional Department at the district hospital.","Kết luận: Đa số cán bộ y tế biết được khái niệm, nguyên nhân chính, hậu quả và sự cần thiết phải thành lập khoa dĩnh dưỡng tại bệnh viện huyện.","Kết luận: Đa số nhân viên y tế hiểu được khái niệm, nguyên nhân, hậu quả và nhu cầu thiết lập khoa dinh dưỡng tại bệnh viện huyện.","Kết luận: Đa số nhân viên y tế hiểu được khái niệm, nguyên nhân, hậu quả và nhu cầu thiết lập khoa dinh dưỡng tại bệnh viện huyện."
1579,"DISEASE PATTERN OF PATIENTS IN KIEN HAI DISTRICT HOSPITAL, KIEN GIANG PROVINCE IN 2011 Nowadays, Viet Nam is in the stage of diseases transition with infectious diseases are still high, however, non-communicable diseases and injury are growing quickly.","﻿CƠ CẤU BỆNH TẬT CỦA BỆNH NHÂN TÓM TẮT Hiện nay, mô hình bệnh tật tại Việt Nam đang trong giai đoạn chuyển tiếp dịch tễ học với nhóm bệnh không lây nhiễm và tai nạn thương tích tăng nhanh, trong khi các bệnh lây nhiễm vẫn ở mức tương đối cao.","ĐẶC ĐIỂM BỆNH TẬT TÓM TẮT Hiện nay, Việt Nam đang ở giai đoạn chuyển đổi bệnh tật với các bệnh truyền nhiễm vẫn còn cao, tuy nhiên các bệnh không lây và chấn thương đang phát triển nhanh.","ĐẶC ĐIỂM BỆNH TẬT TÓM TẮT Hiện nay, Việt Nam đang ở giai đoạn chuyển đổi bệnh tật với các bệnh truyền nhiễm vẫn còn cao, tuy nhiên các bệnh không lây và chấn thương đang phát triển nhanh."
1580,A cross-sectional study was conducted. The study to describe the disease pattern of in-patients in Kien Hai district hospital in 2011.,"Nghiên cứu mô tả cắt ngang được tiến hành nhằm mô tả cơ cấu bệnh tật của bệnh nhân điều trị nội trú tại bệnh viện huyện Kiên Hải, tỉnh Kiên Giang năm 2011.",Nghiên cứu mô tả cắt ngang được tiến hành nhằm mô tả mô hình bệnh tật của bệnh nhân điều trị nội trú tại bệnh viện huyện Kiến Hải năm 2011.,Nghiên cứu mô tả cắt ngang được tiến hành nhằm mô tả mô hình bệnh tật của bệnh nhân điều trị nội trú tại bệnh viện huyện Kiến Hải năm 2011.
1581,"The results indicated that patients in Kien Hai hospital was mainly in the group aged 16 - 49 (59.5%), mostly female patients (71.9%).","Kết quả nghiên cứu cho thấy bệnh nhân tại bệnh viện huyện Kiên Hải chủ yếu thuộc nhóm tuổi từ 16 – 49 (chiếm 59,5%), đa số là bệnh nhân nữ (chiếm 71,9%).","Kết quả cho thấy bệnh nhân tại bệnh viện Kien Hai chủ yếu ở nhóm tuổi 16-49 (59.5%), chủ yếu là nữ (71.9%).","Kết quả cho thấy bệnh nhân tại bệnh viện Kien Hai chủ yếu ở nhóm tuổi 16-49 (59.5%), chủ yếu là nữ (71.9%)."
1582,56.1% of in-patients entered hospital during the rainy season.,"56,1% bệnh nhân điều trị nội trú tại bệnh viện là vào mùa mưa.",56.1% bệnh nhân nhập viện vào mùa mưa.,56.1% bệnh nhân nhập viện vào mùa mưa.
1583,"62.9% of patients suffered from non-infectious diseases, infectious diseases accounted at 29%; group of accident, injury and poisoning accounted at 8.1%.","62,9% bệnh nhân mắc các bệnh không lây nhiễm, nhóm bệnh lây nhiễm chỉ chiếm 29%; nhóm tai nạn, chấn thương và ngộ độc chiếm tỷ lệ là 8,1%.","62.9% bệnh nhân mắc các bệnh không nhiễm khuẩn, nhiễm khuẩn chiếm 29%; nhóm tai nạn, chấn thương và ngộ độc chiếm 8.1%.","62.9% bệnh nhân mắc các bệnh không nhiễm khuẩn, nhiễm khuẩn chiếm 29%; nhóm tai nạn, chấn thương và ngộ độc chiếm 8.1%."
1584,"The most common diseases were acute diarrhea (11%), followed by hypertension (10.2%), bronchitis (8%), and pharyngitis / tonsillitis (5.9%).","Các bệnh thường gặp là tiêu chảy cấp (11%), tiếp theo là tăng huyết áp (10,2%), viêm phế quản (8%) và viêm họng / amidan (5,9%).","Bệnh lý thường gặp nhất là tiêu chảy cấp (11%), tiếp đến là tăng huyết áp (10.2%), viêm phế quản (8%) và viêm họng / viêm amiđan (5.9%).","Bệnh lý thường gặp nhất là tiêu chảy cấp (11%), tiếp đến là tăng huyết áp (10.2%), viêm phế quản (8%) và viêm họng / viêm amiđan (5.9%)."
1585,"Keywords: disease pattern, non-communicable diseases (NCDs), district hospital","Từ khoá: cơ cấu bệnh tật, bệnh không lây nhiễm (NCDs), bệnh viện huyện","Từ khoá: mô hình bệnh tật, bệnh không lây, bệnh viện huyện","Từ khoá: mô hình bệnh tật, bệnh không lây, bệnh viện huyện"
1586,"THE ASSESSMENT OF COMMUNICATION PROCESS OF HEALTH STAFF WITH PATIENTS AT REHABILITATION DEPARTMENT, HAI DUONG HOSPITAL Objectives: To assess the communication process of health staff with patients at Rehabilitation Department, Hai Duong Hospital.",﻿ ĐÁNH GIÁ THỰC TRẠNG GIAO TIẾP CỦA NHÂN VIÊN Y TẾ TÓM TẮT Mục tiêu: Đánh giá thực trạng giao tiếp của nhân viên y tế (NVYT) đối với người bệnh tại khoa Phục hồi chức năng bệnh viện đa khoa tỉnh Hải Dương.,"﻿ĐÁNH GIÁ CHƯƠNG TRÌNH GIAO TIẾP CỦA NHÂN VIÊN Y TẾ VỚI BỆNH NHÂN TÓM TẮT Mục tiêu: Đánh giá chương trình giao tiếp của nhân viên y tế với bệnh nhân tại Khoa Phục Hồi Chức Năng, Bệnh viện đa khoa tỉnh Hải Dương.","ĐÁNH GIÁ CHƯƠNG TRÌNH GIAO TIẾP CỦA NHÂN VIÊN Y TẾ VỚI BỆNH NHÂN TÓM TẮT Mục tiêu: Đánh giá chương trình giao tiếp của nhân viên y tế với bệnh nhân tại Khoa Phục Hồi Chức Năng, Bệnh viện đa khoa tỉnh Hải Dương."
1587,There are not any behaviors or suggestions related to bribery.,"Không có lời nói, cử chỉ gợi ý tiên quà người bệnh.",Không có hành vi hoặc đề nghị nào liên quan đến tham nhũng.,Không có hành vi hoặc đề nghị nào liên quan đến tham nhũng.
1588,75% and 20% of patients are very satisfied and satisfied to the communicative attitude of health staff.,"75% người bệnh rất hài lòng và 20% hài lòng với thái độ giao tiếp, phục vụ của NVYT.",75% và 20% bệnh nhân rất hài lòng và hài lòng với thái độ giao tiếp của nhân viên y tế.,75% và 20% bệnh nhân rất hài lòng và hài lòng với thái độ giao tiếp của nhân viên y tế.
1589,"Keywords: communication, health staff, rehabilitation department","Từ khoá: giao tiếp, nhân viên y tế, khoa Phục hồi chức năng","Từ khoá: truyền thông, nhân viên y tế, khoa phục hồi chức năng","Từ khoá: truyền thông, nhân viên y tế, khoa phục hồi chức năng"
1590,"Subjects and Method: A cross-sectional descriptive study on 60 patients who receive treatment over 5 days the Rehabilitation Department, Hai Duong hospital.",Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang 60 người bệnh điều trị từ 5 ngày trở lên tại Khoa PHCN của Bệnh viện đa khoa Hải Dương.,"Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang trên 60 bệnh nhân được điều trị trên 5 ngày tại khoa Phục hồi chức năng, Bệnh viện Đa khoa tỉnh Hải Dương.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang trên 60 bệnh nhân được điều trị trên 5 ngày tại khoa Phục hồi chức năng, Bệnh viện Đa khoa tỉnh Hải Dương."
1591,Results and Conclusion: 75% of patients are very satisfied and 20% are satisfied with the practice of communication procedure of health staff.,Kết quả và Kết luận: 75% người bệnh đánh giá rất hài lòng và 20% hài lòng với việc thực hiện quy chế giao tiếp của NVYT.,Kết quả và kết luận: 75% bệnh nhân rất hài lòng và 20% hài lòng với thực hành giao tiếp của nhân viên y tế.,Kết quả và kết luận: 75% bệnh nhân rất hài lòng và 20% hài lòng với thực hành giao tiếp của nhân viên y tế.
1592,Attentive reception reaches 70% of very-satisfied and 28.3% of satisfied.,"Đón tiếp chu đáo đạt 70% rất hài lòng và hài lòng 28,3%.",Tỷ lệ tiếp nhận tốt đạt 70% rất hài lòng và 28.3% hài lòng.,Tỷ lệ tiếp nhận tốt đạt 70% rất hài lòng và 28.3% hài lòng.
1593,"Attentive explanation about the administrative procedures, rules, hospital fees, medical insurrance is 88.3%.","Giải thích chu đáo về thủ tục hành chính, nội qui, chế độ viện phí, bảo hiểm y tế 88,3%.","Giải thích về thủ tục hành chánh, quy chế bệnh viện, phí khám chữa bệnh, bảo hiểm y tế là 88.3%.","Giải thích về thủ tục hành chánh, quy chế bệnh viện, phí khám chữa bệnh, bảo hiểm y tế là 88.3%."
1594,Clear explanation about disease status and treatment method accounts for 83.3%.,"Giải thích rõ ràng về tình hình bệnh tật và hướng điều trị 83,3%.",Giải thích rõ ràng về tình trạng bệnh và phương pháp điều trị chiếm 83.3%.,Giải thích rõ ràng về tình trạng bệnh và phương pháp điều trị chiếm 83.3%.
1595,"About 91.6% of health staff provide explanation for patients before, in and after treatment procedure.","91,6% NVYT có giải thích cho người bệnh trước, trong và sau khi làm thủ thuật.","Khoảng 91.6% nhân viên y tế cung cấp giải thích cho người bệnh trước, trong và sau khi thực hiện thủ thuật.","Khoảng 91.6% nhân viên y tế cung cấp giải thích cho người bệnh trước, trong và sau khi thực hiện thủ thuật."
1596,83.3% health staff often visit patients.,"83,3% nhân viên y tế thường xuyên thăm hỏi người bệnh.",83.3% nhân viên y tế thường xuyên thăm khám bệnh nhân.,83.3% nhân viên y tế thường xuyên thăm khám bệnh nhân.
1597,"EVALUATE KNOWLEDGE AND PRACTICE OF HEALTH WORKERS IN THE COLLECTION, CLASSIFICATION, TRANSPORTATION AND DESTRUCTION OF MEDICAL WASTE IN HOSPITAL OF TRADITIONAL MEDICINE Objective: evaluate the status of knowledge and practice of health worker in the collection, sorting, transport and disposal of medical waste in Hospitals of traditional medicine.","﻿ ĐÁNH GIÁ THỰC TRẠNG KIẾN THỨC, THỰC HÀNH TÓM TẮT Mục tiêu: này nhằm đánh giá thực trạng kiến thức, thực hành của nhân viên y tế trong việc thu gom, phân loại, vận chuyển và tiêu huỷ chất thải tại các bệnh viện Y học cổ truyền (YHCT).","﻿ĐÁNH GIÁ THỰC TRẠNG KIẾN THỨC VÀ THỰC HÀNH CỦA CÁC NHÂN VIÊN Y TẾ TÓM TẮT Mục tiêu: Đánh giá thực trạng kiến thức và thực hành của nhân viên y tế trong công tác thu gom, phân loại, vận chuyển và xử lý chất thải y tế tại các bệnh viện y học cổ truyền.","ĐÁNH GIÁ THỰC TRẠNG KIẾN THỨC VÀ THỰC HÀNH CỦA CÁC NHÂN VIÊN Y TẾ TÓM TẮT Mục tiêu: Đánh giá thực trạng kiến thức và thực hành của nhân viên y tế trong công tác thu gom, phân loại, vận chuyển và xử lý chất thải y tế tại các bệnh viện y học cổ truyền."
1598,"Subject: health workers includes: nurses, nurse, nurses, doctors and pharmacists in all clinical and subclinical in 10 traditional medicine hospitals represent the province in the areas country.","Đối tượng nghiên cứu: nhân viên y tế (NVYT): hộ lý, y tá, y sĩ, bác sĩ, dược sĩ ở tất cả các khoa lâm sàng và cận lâm sàng ở 10 bệnh viện YHCT tỉnh đại diện cho các vùng trên cả nước.","Đối tượng nghiên cứu: nhân viên y tế bao gồm: điều dưỡng, y tá, bác sĩ, dược sĩ tại tất cả các khoa lâm sàng và cận lâm sàng trong 10 bệnh viện YHCT đại diện cho các tỉnh trong cả nước.","Đối tượng nghiên cứu: nhân viên y tế bao gồm: điều dưỡng, y tá, bác sĩ, dược sĩ tại tất cả các khoa lâm sàng và cận lâm sàng trong 10 bệnh viện YHCT đại diện cho các tỉnh trong cả nước."
1599,"Research methodology: The study was conducted by the method described cross-sectional analysis, interview health workers by content table to assess knowledge, practice in the management and handling of hazardous medical wastes of hospital.","Phương pháp nghiên cứu: phương pháp cắt ngang mô tả có phân tích, phỏng vấn NVYT theo nội dung bảng hỏi để đánh giá kiến thức, thực hành trong quản lý và xử lý chất thải y tế nguy hại của bệnh viện.","Phương pháp nghiên cứu: Nghiên cứu được tiến hành theo phương pháp mô tả cắt ngang, phỏng vấn nhân viên y tế theo bảng nội dung để đánh giá kiến thức, thực hành trong quản lý và xử lý chất thải nguy hại của bệnh viện.","Phương pháp nghiên cứu: Nghiên cứu được tiến hành theo phương pháp mô tả cắt ngang, phỏng vấn nhân viên y tế theo bảng nội dung để đánh giá kiến thức, thực hành trong quản lý và xử lý chất thải nguy hại của bệnh viện."
1600,"Conclusion: the content is the most misunderstood distinguish 5 groups of medical waste and the collection, sorting errors still occur Keywords: Medical waste at Hospitals of traditional medicine","Kết luận: các nội dung hiểu sai nhiều nhất là phân biệt 5 nhóm chất thải y tế và việc thu gom, phân loại sai vẫn xảy ra. Từ khoá: chất thải y tế tại bệnh viện y học cổ truyền.","Kết luận: nội dung khó hiểu nhất là cách phân biệt 5 nhóm chất thải y tế và các sai sót trong việc thu gom, phân loại còn xảy ra. Từ khoá: chất thải y tế tại các bệnh viện y học cổ truyền","Kết luận: nội dung khó hiểu nhất là cách phân biệt 5 nhóm chất thải y tế và các sai sót trong việc thu gom, phân loại còn xảy ra Từ khoá: chất thải y tế tại các bệnh viện y học cổ truyền"
